Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	GRLCL_1D_ETHCD Spectral Count	GRLCL_1D_HCD Spectral Count	GRLCL_2D_ETHCD Spectral Count	GRLCL_1D_ETHCD Intensity	GRLCL_1D_HCD Intensity	GRLCL_2D_ETHCD Intensity	Indistinguishable Proteins
sp|O15533|TPSN_HUMAN	O15533	TPSN_HUMAN	TAPBP	448	Homo sapiens	1:Experimental evidence at protein level	Tapasin	1.0000	0.9989	2	3	3	3	1	0	2	     0	     0	     0		
sp|O15534|PER1_HUMAN	O15534	PER1_HUMAN	PER1	1290	Homo sapiens	1:Experimental evidence at protein level	Period circadian protein homolog 1	1.0000	0.9974	2	3	3	3	0	2	1	     0	     0	     0		
sp|O43143|DHX15_HUMAN	O43143	DHX15_HUMAN	DHX15	795	Homo sapiens	1:Experimental evidence at protein level	ATP-dependent RNA helicase DHX15	1.0000	0.9980	8	16	16	16	3	4	9	     0	     0	     0		
sp|O43148|MCES_HUMAN	O43148	MCES_HUMAN	RNMT	476	Homo sapiens	1:Experimental evidence at protein level	mRNA cap guanine-N(7) methyltransferase	1.0000	0.9952	1	2	2	2	0	2	0	     0	     0	     0		
sp|O43156|TTI1_HUMAN	O43156	TTI1_HUMAN	TTI1	1089	Homo sapiens	1:Experimental evidence at protein level	TELO2-interacting protein 1 homolog	1.0000	0.9896	2	5	5	5	3	2	0	     0	     0	     0		
sp|O43166|SI1L1_HUMAN	O43166	SI1L1_HUMAN	SIPA1L1	1804	Homo sapiens	1:Experimental evidence at protein level	Signal-induced proliferation-associated 1-like protein 1	1.0000	0.9989	5	9	4	9	1	3	5	     0	     0	     0		
sp|O43175|SERA_HUMAN	O43175	SERA_HUMAN	PHGDH	533	Homo sapiens	1:Experimental evidence at protein level	D-3-phosphoglycerate dehydrogenase	1.0000	0.9953	3	3	3	3	0	1	2	     0	     0	     0		
sp|O43187|IRAK2_HUMAN	O43187	IRAK2_HUMAN	IRAK2	625	Homo sapiens	1:Experimental evidence at protein level	Interleukin-1 receptor-associated kinase-like 2	1.0000	0.9876	4	3	3	5	1	1	1	     0	     0	     0		
sp|O43196|MSH5_HUMAN	O43196	MSH5_HUMAN	MSH5	834	Homo sapiens	1:Experimental evidence at protein level	MutS protein homolog 5	1.0000	0.9930	2	3	3	3	0	1	2	     0	     0	     0		
sp|O43242|PSMD3_HUMAN	O43242	PSMD3_HUMAN	PSMD3	534	Homo sapiens	1:Experimental evidence at protein level	26S proteasome non-ATPase regulatory subunit 3	1.0000	0.9915	3	3	3	3	0	2	1	     0	     0	     0		
sp|O43290|SNUT1_HUMAN	O43290	SNUT1_HUMAN	SART1	800	Homo sapiens	1:Experimental evidence at protein level	U4/U6.U5 tri-snRNP-associated protein 1	1.0000	0.9967	2	2	2	2	0	1	1	     0	     0	     0		
sp|O43299|AP5Z1_HUMAN	O43299	AP5Z1_HUMAN	AP5Z1	807	Homo sapiens	1:Experimental evidence at protein level	AP-5 complex subunit zeta-1	1.0000	0.9973	2	5	5	5	0	2	3	     0	     0	     0		
sp|O43303|CP110_HUMAN	O43303	CP110_HUMAN	CCP110	1012	Homo sapiens	1:Experimental evidence at protein level	Centriolar coiled-coil protein of 110 kDa	1.0000	0.9965	1	1	1	1	0	0	1	     0	     0	     0		
sp|O43318|M3K7_HUMAN	O43318	M3K7_HUMAN	MAP3K7	606	Homo sapiens	1:Experimental evidence at protein level	Mitogen-activated protein kinase kinase kinase 7	1.0000	0.9982	2	4	4	4	1	1	2	     0	     0	     0		
sp|O43325|LYRM1_HUMAN	O43325	LYRM1_HUMAN	LYRM1	122	Homo sapiens	1:Experimental evidence at protein level	LYR motif-containing protein 1	1.0000	0.9963	2	6	6	6	2	2	2	     0	     0	     0		
sp|O43399|TPD54_HUMAN	O43399	TPD54_HUMAN	TPD52L2	206	Homo sapiens	1:Experimental evidence at protein level	Tumor protein D54	1.0000	0.9990	2	7	7	7	1	1	5	     0	     0	     0		
sp|O43426|SYNJ1_HUMAN	O43426	SYNJ1_HUMAN	SYNJ1	1573	Homo sapiens	1:Experimental evidence at protein level	Polyphosphatidylinositol phosphatase SYNJ1	1.0000	0.9980	2	3	3	3	0	1	2	     0	     0	     0		
sp|O43432|IF4G3_HUMAN	O43432	IF4G3_HUMAN	EIF4G3	1585	Homo sapiens	1:Experimental evidence at protein level	Eukaryotic translation initiation factor 4 gamma 3	1.0000	0.9989	7	18	18	18	6	4	8	     0	     0	     0		
sp|O43516|WIPF1_HUMAN	O43516	WIPF1_HUMAN	WIPF1	503	Homo sapiens	1:Experimental evidence at protein level	WAS/WASL-interacting protein family member 1	1.0000	0.9958	2	4	4	4	0	2	2	     0	     0	     0		
sp|O43542|XRCC3_HUMAN	O43542	XRCC3_HUMAN	XRCC3	346	Homo sapiens	1:Experimental evidence at protein level	DNA repair protein XRCC3	1.0000	0.9967	2	3	3	3	0	1	2	     0	     0	     0		
sp|O43592|XPOT_HUMAN	O43592	XPOT_HUMAN	XPOT	962	Homo sapiens	1:Experimental evidence at protein level	Exportin-T	1.0000	0.9919	1	2	2	2	0	0	2	     0	     0	     0		
sp|O43598|DNPH1_HUMAN	O43598	DNPH1_HUMAN	DNPH1	174	Homo sapiens	1:Experimental evidence at protein level	5-hydroxymethyl-dUMP N-hydrolase	1.0000	0.9982	1	3	3	3	0	1	2	     0	     0	     0		
sp|O43660|PLRG1_HUMAN	O43660	PLRG1_HUMAN	PLRG1	514	Homo sapiens	1:Experimental evidence at protein level	Pleiotropic regulator 1	1.0000	0.9955	3	8	8	8	2	3	3	     0	     0	     0		
sp|O43665|RGS10_HUMAN	O43665	RGS10_HUMAN	RGS10	181	Homo sapiens	1:Experimental evidence at protein level	Regulator of G protein signaling 10	1.0000	0.9971	3	4	4	4	1	3	0	     0	     0	     0		
sp|O43670|ZN207_HUMAN	O43670	ZN207_HUMAN	ZNF207	478	Homo sapiens	1:Experimental evidence at protein level	BUB3-interacting and GLEBS motif-containing protein ZNF207	1.0000	0.9989	1	3	3	3	0	1	2	     0	     0	     0		
sp|O43674|NDUB5_HUMAN	O43674	NDUB5_HUMAN	NDUFB5	189	Homo sapiens	1:Experimental evidence at protein level	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial	1.0000	0.9975	4	5	5	5	0	2	3	     0	     0	     0		
sp|O43681|GET3_HUMAN	O43681	GET3_HUMAN	GET3	348	Homo sapiens	1:Experimental evidence at protein level	ATPase GET3	1.0000	0.9984	3	4	4	4	0	1	3	     0	     0	     0		
sp|O43683|BUB1_HUMAN	O43683	BUB1_HUMAN	BUB1	1085	Homo sapiens	1:Experimental evidence at protein level	Mitotic checkpoint serine/threonine-protein kinase BUB1	1.0000	0.9983	2	3	3	3	1	1	1	     0	     0	     0		
sp|O43684|BUB3_HUMAN	O43684	BUB3_HUMAN	BUB3	328	Homo sapiens	1:Experimental evidence at protein level	Mitotic checkpoint protein BUB3	1.0000	0.9987	4	9	9	9	0	6	3	     0	     0	     0		
sp|O43716|GATC_HUMAN	O43716	GATC_HUMAN	GATC	136	Homo sapiens	1:Experimental evidence at protein level	Glutamyl-tRNA(Gln) amidotransferase subunit C, mitochondrial	1.0000	0.9953	2	2	2	2	0	0	2	     0	     0	     0		
sp|O43734|CIKS_HUMAN	O43734	CIKS_HUMAN	TRAF3IP2	574	Homo sapiens	1:Experimental evidence at protein level	E3 ubiquitin ligase TRAF3IP2	1.0000	0.9985	5	17	17	17	2	4	11	     0	     0	     0		
sp|O43760|SNG2_HUMAN	O43760	SNG2_HUMAN	SYNGR2	224	Homo sapiens	1:Experimental evidence at protein level	Synaptogyrin-2	1.0000	0.9985	4	8	7	8	0	2	6	     0	     0	     0		
sp|O43776|SYNC_HUMAN	O43776	SYNC_HUMAN	NARS1	548	Homo sapiens	1:Experimental evidence at protein level	Asparagine--tRNA ligase, cytoplasmic	1.0000	0.9972	2	5	5	5	1	2	2	     0	     0	     0		
sp|O43808|PM34_HUMAN	O43808	PM34_HUMAN	SLC25A17	307	Homo sapiens	1:Experimental evidence at protein level	Peroxisomal membrane protein PMP34	1.0000	0.9989	2	4	4	4	0	1	3	     0	     0	     0		
sp|O43847|NRDC_HUMAN	O43847	NRDC_HUMAN	NRDC	1151	Homo sapiens	1:Experimental evidence at protein level	Nardilysin	1.0000	0.9981	4	9	9	9	0	4	5	     0	     0	     0		
sp|O43920|NDUS5_HUMAN	O43920	NDUS5_HUMAN	NDUFS5	106	Homo sapiens	1:Experimental evidence at protein level	NADH dehydrogenase [ubiquinone] iron-sulfur protein 5	1.0000	0.9979	3	12	12	12	3	8	1	     0	     0	     0		
sp|O43924|PDE6D_HUMAN	O43924	PDE6D_HUMAN	PDE6D	150	Homo sapiens	1:Experimental evidence at protein level	Retinal rod rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit delta	1.0000	0.9949	2	3	3	3	1	1	1	     0	     0	     0		
sp|O60229|KALRN_HUMAN	O60229	KALRN_HUMAN	KALRN	2986	Homo sapiens	1:Experimental evidence at protein level	Kalirin	1.0000	0.9945	2	3	3	3	0	1	2	     0	     0	     0		
sp|O60231|DHX16_HUMAN	O60231	DHX16_HUMAN	DHX16	1041	Homo sapiens	1:Experimental evidence at protein level	Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX16	1.0000	0.9953	2	9	9	9	1	3	5	     0	     0	     0		
sp|O60264|SMCA5_HUMAN	O60264	SMCA5_HUMAN	SMARCA5	1052	Homo sapiens	1:Experimental evidence at protein level	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5	1.0000	0.9979	8	13	9	13	1	3	9	     0	     0	     0		
sp|O60266|ADCY3_HUMAN	O60266	ADCY3_HUMAN	ADCY3	1144	Homo sapiens	1:Experimental evidence at protein level	Adenylate cyclase type 3	1.0000	0.9980	6	12	12	12	2	2	8	     0	     0	     0		
sp|O60281|ZN292_HUMAN	O60281	ZN292_HUMAN	ZNF292	2723	Homo sapiens	1:Experimental evidence at protein level	Zinc finger protein 292	1.0000	0.9914	2	3	3	3	0	0	3	     0	     0	     0		
sp|O60287|NPA1P_HUMAN	O60287	NPA1P_HUMAN	URB1	2271	Homo sapiens	1:Experimental evidence at protein level	Nucleolar pre-ribosomal-associated protein 1	1.0000	0.9971	4	5	5	5	0	0	5	     0	     0	     0		
sp|O60291|MGRN1_HUMAN	O60291	MGRN1_HUMAN	MGRN1	552	Homo sapiens	1:Experimental evidence at protein level	E3 ubiquitin-protein ligase MGRN1	1.0000	0.9977	2	2	2	2	0	1	1	     0	     0	     0		
sp|O60306|AQR_HUMAN	O60306	AQR_HUMAN	AQR	1485	Homo sapiens	1:Experimental evidence at protein level	RNA helicase aquarius	1.0000	0.9986	11	16	16	16	0	7	9	     0	     0	     0		
sp|O60313|OPA1_HUMAN	O60313	OPA1_HUMAN	OPA1	960	Homo sapiens	1:Experimental evidence at protein level	Dynamin-like GTPase OPA1, mitochondrial	1.0000	0.9972	4	6	6	6	1	2	3	     0	     0	     0		
sp|O60331|PI51C_HUMAN	O60331	PI51C_HUMAN	PIP5K1C	668	Homo sapiens	1:Experimental evidence at protein level	Phosphatidylinositol 4-phosphate 5-kinase type-1 gamma	1.0000	0.9952	2	4	4	4	0	1	3	     0	     0	     0		
sp|O60337|MARH6_HUMAN	O60337	MARH6_HUMAN	MARCHF6	910	Homo sapiens	1:Experimental evidence at protein level	E3 ubiquitin-protein ligase MARCHF6	1.0000	0.9985	5	7	7	7	1	4	2	     0	     0	     0		
sp|O60341|KDM1A_HUMAN	O60341	KDM1A_HUMAN	KDM1A	852	Homo sapiens	1:Experimental evidence at protein level	Lysine-specific histone demethylase 1A	1.0000	0.9970	4	5	5	5	0	1	4	     0	     0	     0		
sp|O60343|TBCD4_HUMAN	O60343	TBCD4_HUMAN	TBC1D4	1298	Homo sapiens	1:Experimental evidence at protein level	TBC1 domain family member 4	1.0000	0.9968	3	3	3	3	0	1	2	     0	     0	     0		
sp|O60443|GSDME_HUMAN	O60443	GSDME_HUMAN	GSDME	496	Homo sapiens	1:Experimental evidence at protein level	Gasdermin-E	1.0000	0.9974	2	5	5	5	0	3	2	     0	     0	     0		
sp|O60449|LY75_HUMAN	O60449	LY75_HUMAN	LY75	1722	Homo sapiens	1:Experimental evidence at protein level	Lymphocyte antigen 75	1.0000	0.9953	7	8	8	8	0	3	5	     0	     0	     0		
sp|O60488|ACSL4_HUMAN	O60488	ACSL4_HUMAN	ACSL4	711	Homo sapiens	1:Experimental evidence at protein level	Long-chain-fatty-acid--CoA ligase 4	1.0000	0.9990	11	39	39	39	6	8	25	     0	     0	     0		
sp|O60493|SNX3_HUMAN	O60493	SNX3_HUMAN	SNX3	162	Homo sapiens	1:Experimental evidence at protein level	Sorting nexin-3	1.0000	0.9974	2	5	5	5	2	1	2	     0	     0	     0		
sp|O60502|OGA_HUMAN	O60502	OGA_HUMAN	OGA	916	Homo sapiens	1:Experimental evidence at protein level	Protein O-GlcNAcase	1.0000	0.9984	2	6	6	6	1	2	3	     0	     0	     0		
sp|O60506|HNRPQ_HUMAN	O60506	HNRPQ_HUMAN	SYNCRIP	623	Homo sapiens	1:Experimental evidence at protein level	Heterogeneous nuclear ribonucleoprotein Q	1.0000	0.9988	7	15	5	15	4	8	3	     0	     0	     0		
sp|O60518|RNBP6_HUMAN	O60518	RNBP6_HUMAN	RANBP6	1105	Homo sapiens	1:Experimental evidence at protein level	Ran-binding protein 6	1.0000	0.9977	2	6	6	6	3	2	1	     0	     0	     0		
sp|O60563|CCNT1_HUMAN	O60563	CCNT1_HUMAN	CCNT1	726	Homo sapiens	1:Experimental evidence at protein level	Cyclin-T1	1.0000	0.9983	2	3	3	3	0	2	1	     0	     0	     0		
sp|O60566|BUB1B_HUMAN	O60566	BUB1B_HUMAN	BUB1B	1050	Homo sapiens	1:Experimental evidence at protein level	Mitotic checkpoint serine/threonine-protein kinase BUB1 beta	1.0000	0.9944	2	4	4	4	1	2	1	     0	     0	     0		
sp|O60568|PLOD3_HUMAN	O60568	PLOD3_HUMAN	PLOD3	738	Homo sapiens	1:Experimental evidence at protein level	Multifunctional procollagen lysine hydroxylase and glycosyltransferase LH3	1.0000	0.9924	2	2	2	2	0	1	1	     0	     0	     0		
sp|O60610|DIAP1_HUMAN	O60610	DIAP1_HUMAN	DIAPH1	1272	Homo sapiens	1:Experimental evidence at protein level	Protein diaphanous homolog 1	1.0000	0.9926	3	4	4	4	0	2	2	     0	     0	     0		
sp|O60667|FCMR_HUMAN	O60667	FCMR_HUMAN	FCMR	390	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin mu Fc receptor	1.0000	0.9982	2	8	8	8	3	1	4	     0	     0	     0		
sp|O60671|RAD1_HUMAN	O60671	RAD1_HUMAN	RAD1	282	Homo sapiens	1:Experimental evidence at protein level	Cell cycle checkpoint protein RAD1	1.0000	0.9898	2	3	3	3	1	1	1	     0	     0	     0		
sp|O60674|JAK2_HUMAN	O60674	JAK2_HUMAN	JAK2	1132	Homo sapiens	1:Experimental evidence at protein level	Tyrosine-protein kinase JAK2	1.0000	0.9943	3	4	2	4	0	3	1	     0	     0	     0		
sp|O60675|MAFK_HUMAN	O60675	MAFK_HUMAN	MAFK	156	Homo sapiens	1:Experimental evidence at protein level	Transcription factor MafK	1.0000	0.9986	1	2	2	2	0	1	1	     0	     0	     0		
sp|O60682|MUSC_HUMAN	O60682	MUSC_HUMAN	MSC	206	Homo sapiens	1:Experimental evidence at protein level	Musculin	1.0000	0.9963	3	5	4	5	1	1	3	     0	     0	     0		
sp|O60701|UGDH_HUMAN	O60701	UGDH_HUMAN	UGDH	494	Homo sapiens	1:Experimental evidence at protein level	UDP-glucose 6-dehydrogenase	1.0000	0.9978	2	2	2	2	0	0	2	     0	     0	     0		
sp|O60711|LPXN_HUMAN	O60711	LPXN_HUMAN	LPXN	386	Homo sapiens	1:Experimental evidence at protein level	Leupaxin	1.0000	0.9984	4	12	12	12	5	5	2	     0	     0	     0		
sp|O60749|SNX2_HUMAN	O60749	SNX2_HUMAN	SNX2	519	Homo sapiens	1:Experimental evidence at protein level	Sorting nexin-2	1.0000	0.9973	2	3	3	3	0	1	2	     0	     0	     0		
sp|O60762|DPM1_HUMAN	O60762	DPM1_HUMAN	DPM1	260	Homo sapiens	1:Experimental evidence at protein level	Dolichol-phosphate mannosyltransferase subunit 1	1.0000	0.9973	2	5	5	5	2	1	2	     0	     0	     0		
sp|O60763|USO1_HUMAN	O60763	USO1_HUMAN	USO1	962	Homo sapiens	1:Experimental evidence at protein level	General vesicular transport factor p115	1.0000	0.9965	2	3	3	3	1	1	1	     0	     0	     0		
sp|O60814|H2B1K_HUMAN	O60814	H2B1K_HUMAN	H2BC12	126	Homo sapiens	1:Experimental evidence at protein level	Histone H2B type 1-K	1.0000	0.9989	10	24	0	24	4	8	12	     0	     0	     0		
sp|O60830|TI17B_HUMAN	O60830	TI17B_HUMAN	TIMM17B	172	Homo sapiens	1:Experimental evidence at protein level	Mitochondrial import inner membrane translocase subunit Tim17-B	1.0000	0.9944	1	3	3	3	0	1	2	     0	     0	     0		
sp|O60869|EDF1_HUMAN	O60869	EDF1_HUMAN	EDF1	148	Homo sapiens	1:Experimental evidence at protein level	Endothelial differentiation-related factor 1	1.0000	0.9989	1	4	4	4	1	1	2	     0	     0	     0		
sp|O60870|KIN17_HUMAN	O60870	KIN17_HUMAN	KIN	393	Homo sapiens	1:Experimental evidence at protein level	DNA/RNA-binding protein KIN17	1.0000	0.9954	3	4	4	4	1	2	1	     0	     0	     0		
sp|O75081|MTG16_HUMAN	O75081	MTG16_HUMAN	CBFA2T3	653	Homo sapiens	1:Experimental evidence at protein level	Transcriptional corepressor CBFA2T3	1.0000	0.9973	1	2	2	2	0	0	2	     0	     0	     0		
sp|O75083|WDR1_HUMAN	O75083	WDR1_HUMAN	WDR1	606	Homo sapiens	1:Experimental evidence at protein level	WD repeat-containing protein 1	1.0000	0.9979	4	5	5	5	0	1	4	     0	     0	     0		
sp|O75113|N4BP1_HUMAN	O75113	N4BP1_HUMAN	N4BP1	896	Homo sapiens	1:Experimental evidence at protein level	NEDD4-binding protein 1	1.0000	0.9903	2	3	3	3	0	1	2	     0	     0	     0		
sp|O75122|CLAP2_HUMAN	O75122	CLAP2_HUMAN	CLASP2	1294	Homo sapiens	1:Experimental evidence at protein level	CLIP-associating protein 2	1.0000	0.9989	3	3	2	3	0	1	2	     0	     0	     0		
sp|O75140|DEPD5_HUMAN	O75140	DEPD5_HUMAN	DEPDC5	1603	Homo sapiens	1:Experimental evidence at protein level	GATOR1 complex protein DEPDC5	1.0000	0.9960	2	2	2	2	0	0	2	     0	     0	     0		
sp|O75161|NPHP4_HUMAN	O75161	NPHP4_HUMAN	NPHP4	1426	Homo sapiens	1:Experimental evidence at protein level	Nephrocystin-4	1.0000	0.9976	1	2	2	2	0	0	2	     0	     0	     0		
sp|O75164|KDM4A_HUMAN	O75164	KDM4A_HUMAN	KDM4A	1064	Homo sapiens	1:Experimental evidence at protein level	Lysine-specific demethylase 4A	1.0000	0.9928	1	3	3	3	1	2	0	     0	     0	     0		
sp|O75165|DJC13_HUMAN	O75165	DJC13_HUMAN	DNAJC13	2243	Homo sapiens	1:Experimental evidence at protein level	DnaJ homolog subfamily C member 13	1.0000	0.9990	2	2	2	2	0	1	1	     0	     0	     0		
sp|O75179|ANR17_HUMAN	O75179	ANR17_HUMAN	ANKRD17	2603	Homo sapiens	1:Experimental evidence at protein level	Ankyrin repeat domain-containing protein 17	1.0000	0.9927	5	9	9	9	1	2	6	     0	     0	     0		
sp|O75319|DUS11_HUMAN	O75319	DUS11_HUMAN	DUSP11	330	Homo sapiens	1:Experimental evidence at protein level	RNA/RNP complex-1-interacting phosphatase	1.0000	0.9984	2	6	6	6	1	3	2	     0	     0	     0		
sp|O75326|SEM7A_HUMAN	O75326	SEM7A_HUMAN	SEMA7A	666	Homo sapiens	1:Experimental evidence at protein level	Semaphorin-7A	1.0000	0.9989	11	21	21	21	4	8	9	     0	     0	     0		
sp|O75340|PDCD6_HUMAN	O75340	PDCD6_HUMAN	PDCD6	191	Homo sapiens	1:Experimental evidence at protein level	Programmed cell death protein 6	1.0000	0.9964	1	4	4	4	0	2	2	     0	     0	     0		
sp|O75376|NCOR1_HUMAN	O75376	NCOR1_HUMAN	NCOR1	2440	Homo sapiens	1:Experimental evidence at protein level	Nuclear receptor corepressor 1	1.0000	0.9978	9	15	15	15	1	5	9	     0	     0	     0		
sp|O75400|PR40A_HUMAN	O75400	PR40A_HUMAN	PRPF40A	957	Homo sapiens	1:Experimental evidence at protein level	Pre-mRNA-processing factor 40 homolog A	1.0000	0.9965	2	7	7	7	1	2	4	     0	     0	     0		
sp|O75419|CDC45_HUMAN	O75419	CDC45_HUMAN	CDC45	566	Homo sapiens	1:Experimental evidence at protein level	Cell division control protein 45 homolog	1.0000	0.9864	2	3	3	3	0	1	2	     0	     0	     0		
sp|O75420|GGYF1_HUMAN	O75420	GGYF1_HUMAN	GIGYF1	1035	Homo sapiens	1:Experimental evidence at protein level	GRB10-interacting GYF protein 1	1.0000	0.9847	3	5	4	5	1	1	3	     0	     0	     0		
sp|O75431|MTX2_HUMAN	O75431	MTX2_HUMAN	MTX2	263	Homo sapiens	1:Experimental evidence at protein level	Metaxin-2	1.0000	0.9942	1	2	2	2	0	1	1	     0	     0	     0		
sp|O75467|Z324A_HUMAN	O75467	Z324A_HUMAN	ZNF324	553	Homo sapiens	1:Experimental evidence at protein level	Zinc finger protein 324A	1.0000	0.9963	2	3	1	3	0	1	2	     0	     0	     0		
sp|O75475|PSIP1_HUMAN	O75475	PSIP1_HUMAN	PSIP1	530	Homo sapiens	1:Experimental evidence at protein level	PC4 and SFRS1-interacting protein	1.0000	0.9971	3	7	6	7	0	1	6	     0	     0	     0		
sp|O75494|SRS10_HUMAN	O75494	SRS10_HUMAN	SRSF10	262	Homo sapiens	1:Experimental evidence at protein level	Serine/arginine-rich splicing factor 10	1.0000	0.9962	2	5	2	5	0	4	1	     0	     0	     0		
sp|O75521|ECI2_HUMAN	O75521	ECI2_HUMAN	ECI2	394	Homo sapiens	1:Experimental evidence at protein level	Enoyl-CoA delta isomerase 2	1.0000	0.9956	1	2	2	2	0	0	2	     0	     0	     0		
sp|O75530|EED_HUMAN	O75530	EED_HUMAN	EED	441	Homo sapiens	1:Experimental evidence at protein level	Polycomb protein EED	1.0000	0.9982	4	9	9	9	0	5	4	     0	     0	     0		
sp|O75531|BAF_HUMAN	O75531	BAF_HUMAN	BANF1	89	Homo sapiens	1:Experimental evidence at protein level	Barrier-to-autointegration factor	1.0000	0.9973	2	4	4	4	2	2	0	     0	     0	     0		
sp|O75533|SF3B1_HUMAN	O75533	SF3B1_HUMAN	SF3B1	1304	Homo sapiens	1:Experimental evidence at protein level	Splicing factor 3B subunit 1	1.0000	0.9990	5	9	9	9	0	2	7	     0	     0	     0		
sp|O75534|CSDE1_HUMAN	O75534	CSDE1_HUMAN	CSDE1	798	Homo sapiens	1:Experimental evidence at protein level	Cold shock domain-containing protein E1	1.0000	0.9986	4	12	12	12	2	4	6	     0	     0	     0		
sp|O75592|MYCB2_HUMAN	O75592	MYCB2_HUMAN	MYCBP2	4678	Homo sapiens	1:Experimental evidence at protein level	E3 ubiquitin-protein ligase MYCBP2	1.0000	0.9955	2	2	2	2	0	1	1	     0	     0	     0		
sp|O75626|PRDM1_HUMAN	O75626	PRDM1_HUMAN	PRDM1	825	Homo sapiens	1:Experimental evidence at protein level	PR domain zinc finger protein 1	1.0000	0.9972	3	5	5	5	0	2	3	     0	     0	     0		
sp|O75643|U520_HUMAN	O75643	U520_HUMAN	SNRNP200	2136	Homo sapiens	1:Experimental evidence at protein level	U5 small nuclear ribonucleoprotein 200 kDa helicase	1.0000	0.9987	12	22	22	22	3	5	14	     0	     0	     0		
sp|O75648|MTU1_HUMAN	O75648	MTU1_HUMAN	TRMU	421	Homo sapiens	1:Experimental evidence at protein level	Mitochondrial tRNA-specific 2-thiouridylase 1	1.0000	0.9962	1	2	2	2	0	0	2	     0	     0	     0		
sp|O75665|OFD1_HUMAN	O75665	OFD1_HUMAN	OFD1	1012	Homo sapiens	1:Experimental evidence at protein level	Centriole and centriolar satellite protein OFD1	1.0000	0.9982	3	5	5	5	0	2	3	     0	     0	     0		
sp|O75689|ADAP1_HUMAN	O75689	ADAP1_HUMAN	ADAP1	374	Homo sapiens	1:Experimental evidence at protein level	Arf-GAP with dual PH domain-containing protein 1	1.0000	0.9964	1	2	2	2	0	0	2	     0	     0	     0		
sp|O75716|STK16_HUMAN	O75716	STK16_HUMAN	STK16	305	Homo sapiens	1:Experimental evidence at protein level	Serine/threonine-protein kinase 16	1.0000	0.9954	1	2	2	2	0	0	2	     0	     0	     0		
sp|O75717|WDHD1_HUMAN	O75717	WDHD1_HUMAN	WDHD1	1129	Homo sapiens	1:Experimental evidence at protein level	WD repeat and HMG-box DNA-binding protein 1	1.0000	0.9971	4	6	6	6	1	3	2	     0	     0	     0		
sp|O75787|RENR_HUMAN	O75787	RENR_HUMAN	ATP6AP2	350	Homo sapiens	1:Experimental evidence at protein level	Renin receptor	1.0000	0.9960	3	6	6	6	0	1	5	     0	     0	     0		
sp|O75794|CD123_HUMAN	O75794	CD123_HUMAN	CDC123	336	Homo sapiens	1:Experimental evidence at protein level	Translation initiation factor eIF2 assembly protein	1.0000	0.9987	5	9	9	9	0	8	1	     0	     0	     0		
sp|O75815|BCAR3_HUMAN	O75815	BCAR3_HUMAN	BCAR3	825	Homo sapiens	1:Experimental evidence at protein level	Breast cancer anti-estrogen resistance protein 3	1.0000	0.9931	2	2	2	2	0	0	2	     0	     0	     0		
sp|O75821|EIF3G_HUMAN	O75821	EIF3G_HUMAN	EIF3G	320	Homo sapiens	1:Experimental evidence at protein level	Eukaryotic translation initiation factor 3 subunit G	1.0000	0.9981	3	3	3	3	0	1	2	     0	     0	     0		
sp|O75844|FACE1_HUMAN	O75844	FACE1_HUMAN	ZMPSTE24	475	Homo sapiens	1:Experimental evidence at protein level	CAAX prenyl protease 1 homolog	1.0000	0.9952	2	2	2	2	0	1	1	     0	     0	     0		
sp|O75845|SC5D_HUMAN	O75845	SC5D_HUMAN	SC5D	299	Homo sapiens	1:Experimental evidence at protein level	Lathosterol oxidase	1.0000	0.9974	4	4	4	4	0	4	0	     0	     0	     0		
sp|O75925|PIAS1_HUMAN	O75925	PIAS1_HUMAN	PIAS1	651	Homo sapiens	1:Experimental evidence at protein level	E3 SUMO-protein ligase PIAS1	1.0000	0.9936	3	3	3	3	0	1	2	     0	     0	     0		
sp|O75995|SASH3_HUMAN	O75995	SASH3_HUMAN	SASH3	380	Homo sapiens	1:Experimental evidence at protein level	SAM and SH3 domain-containing protein 3	1.0000	0.9952	6	10	7	10	0	4	6	     0	     0	     0		
sp|O76021|RL1D1_HUMAN	O76021	RL1D1_HUMAN	RSL1D1	490	Homo sapiens	1:Experimental evidence at protein level	Ribosomal L1 domain-containing protein 1	1.0000	0.9983	2	3	3	3	0	2	1	     0	     0	     0		
sp|O76094|SRP72_HUMAN	O76094	SRP72_HUMAN	SRP72	671	Homo sapiens	1:Experimental evidence at protein level	Signal recognition particle subunit SRP72	1.0000	0.9989	2	12	12	12	0	1	11	     0	     0	     0		
sp|O94776|MTA2_HUMAN	O94776	MTA2_HUMAN	MTA2	668	Homo sapiens	1:Experimental evidence at protein level	Metastasis-associated protein MTA2	1.0000	0.9987	3	5	5	5	0	3	2	     0	     0	     0		
